Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Cleaned_Text,Tokens,Tokens_No_Stopwords,Stemmed,Lemmatized,Processed_Text,TextBlob_Sentiment,VADER_Sentiment,Sentiment_Score,Mapped_Sentiment,ML_Prediction
harmony resonates as musicians play a melody of unity and togetherness.,Harmony,2019-11-30 19:30:00,MusicHarmonist,Instagram,#Harmony #MusicalUnity,35.0,70.0,Sweden,2019,11,30,19,harmony resonates as musicians play a melody of unity and togetherness,"['harmony', 'resonates', 'as', 'musicians', 'play', 'a', 'melody', 'of', 'unity', 'and', 'togetherness']","['harmony', 'resonates', 'musicians', 'play', 'melody', 'unity', 'togetherness']","['harmoni', 'reson', 'musician', 'play', 'melodi', 'uniti', 'togeth']","['harmony', 'resonates', 'musician', 'play', 'melody', 'unity', 'togetherness']",harmony resonates musician play melody unity togetherness,Neutral,Positive,0.6249,Positive,Positive
a burst of creativity in the quiet solitude of an artist's studio.,Creativity,2015-09-01 16:00:00,StudioArtist,Twitter,#Creativity #ArtistsHaven,15.0,30.0,Italy,2015,9,1,16,a burst of creativity in the quiet solitude of an artists studio,"['a', 'burst', 'of', 'creativity', 'in', 'the', 'quiet', 'solitude', 'of', 'an', 'artists', 'studio']","['burst', 'creativity', 'quiet', 'solitude', 'artists', 'studio']","['burst', 'creativ', 'quiet', 'solitud', 'artist', 'studio']","['burst', 'creativity', 'quiet', 'solitude', 'artist', 'studio']",burst creativity quiet solitude artist studio,Neutral,Positive,0.3818,Positive,Positive
radiant joy akin to blooming flowers on a sun-kissed spring morning.,Radiance,2022-05-05 10:15:00,SpringEnthusiast,Facebook,#Radiance #SpringBlooms,25.0,50.0,Netherlands,2022,5,5,10,radiant joy akin to blooming flowers on a sunkissed spring morning,"['radiant', 'joy', 'akin', 'to', 'blooming', 'flowers', 'on', 'a', 'sunkissed', 'spring', 'morning']","['radiant', 'joy', 'akin', 'blooming', 'flowers', 'sunkissed', 'spring', 'morning']","['radiant', 'joy', 'akin', 'bloom', 'flower', 'sunkiss', 'spring', 'morn']","['radiant', 'joy', 'akin', 'blooming', 'flower', 'sunkissed', 'spring', 'morning']",radiant joy akin blooming flower sunkissed spring morning,Positive,Positive,0.7845,Positive,Positive
a sense of wonder at the vastness of the cosmos on a stargazing night.,Wonder,2018-07-08 23:00:00,CosmosExplorer,Instagram,#Wonder #StargazingAdventure,40.0,80.0,South Africa,2018,7,8,23,a sense of wonder at the vastness of the cosmos on a stargazing night,"['a', 'sense', 'of', 'wonder', 'at', 'the', 'vastness', 'of', 'the', 'cosmos', 'on', 'a', 'stargazing', 'night']","['sense', 'wonder', 'vastness', 'cosmos', 'stargazing', 'night']","['sens', 'wonder', 'vast', 'cosmo', 'stargaz', 'night']","['sense', 'wonder', 'vastness', 'cosmos', 'stargazing', 'night']",sense wonder vastness cosmos stargazing night,Neutral,Neutral,0.0,Neutral,Neutral
rejuvenated by the salty breeze and the sound of waves at the seaside.,Rejuvenation,2021-09-20 14:30:00,SeaBreezeLover,Twitter,#Rejuvenation #SeasideEscape,18.0,35.0,Spain,2021,9,20,14,rejuvenated by the salty breeze and the sound of waves at the seaside,"['rejuvenated', 'by', 'the', 'salty', 'breeze', 'and', 'the', 'sound', 'of', 'waves', 'at', 'the', 'seaside']","['rejuvenated', 'salty', 'breeze', 'sound', 'waves', 'seaside']","['rejuven', 'salti', 'breez', 'sound', 'wave', 'seasid']","['rejuvenated', 'salty', 'breeze', 'sound', 'wave', 'seaside']",rejuvenated salty breeze sound wave seaside,Positive,Neutral,0.0,Neutral,Neutral
whispers of inspiration from the rustling leaves in a serene forest.,Inspiration,2016-11-15 11:45:00,ForestDreamer,Facebook,#Inspiration #ForestWhispers,28.0,55.0,Portugal,2016,11,15,11,whispers of inspiration from the rustling leaves in a serene forest,"['whispers', 'of', 'inspiration', 'from', 'the', 'rustling', 'leaves', 'in', 'a', 'serene', 'forest']","['whispers', 'inspiration', 'rustling', 'leaves', 'serene', 'forest']","['whisper', 'inspir', 'rustl', 'leav', 'seren', 'forest']","['whisper', 'inspiration', 'rustling', 'leaf', 'serene', 'forest']",whisper inspiration rustling leaf serene forest,Neutral,Positive,0.7506,Neutral,Neutral
savoring the warmth of a cup of cocoa on a chilly winter evening.,Coziness,2020-01-12 18:00:00,WinterWarmth,Instagram,#Coziness #WarmWinterEvening,30.0,60.0,Switzerland,2020,1,12,18,savoring the warmth of a cup of cocoa on a chilly winter evening,"['savoring', 'the', 'warmth', 'of', 'a', 'cup', 'of', 'cocoa', 'on', 'a', 'chilly', 'winter', 'evening']","['savoring', 'warmth', 'cup', 'cocoa', 'chilly', 'winter', 'evening']","['savor', 'warmth', 'cup', 'cocoa', 'chilli', 'winter', 'even']","['savoring', 'warmth', 'cup', 'cocoa', 'chilly', 'winter', 'evening']",savoring warmth cup cocoa chilly winter evening,Negative,Positive,0.4588,Neutral,Neutral
heartfelt gratitude for the laughter shared during a family reunion.,Gratitude,2017-12-28 19:15:00,FamilyGatherer,Facebook,#Gratitude #FamilyLaughter,22.0,45.0,Austria,2017,12,28,19,heartfelt gratitude for the laughter shared during a family reunion,"['heartfelt', 'gratitude', 'for', 'the', 'laughter', 'shared', 'during', 'a', 'family', 'reunion']","['heartfelt', 'gratitude', 'laughter', 'shared', 'family', 'reunion']","['heartfelt', 'gratitud', 'laughter', 'share', 'famili', 'reunion']","['heartfelt', 'gratitude', 'laughter', 'shared', 'family', 'reunion']",heartfelt gratitude laughter shared family reunion,Neutral,Positive,0.9081,Positive,Positive
"embarking on a culinary adventure, savoring exotic flavors around the world.",Adventure,2019-03-02 20:20:00,CulinaryExplorer,Twitter,#Adventure #CulinaryJourney,35.0,70.0,Belgium,2019,3,2,20,embarking on a culinary adventure savoring exotic flavors around the world,"['embarking', 'on', 'a', 'culinary', 'adventure', 'savoring', 'exotic', 'flavors', 'around', 'the', 'world']","['embarking', 'culinary', 'adventure', 'savoring', 'exotic', 'flavors', 'around', 'world']","['embark', 'culinari', 'adventur', 'savor', 'exot', 'flavor', 'around', 'world']","['embarking', 'culinary', 'adventure', 'savoring', 'exotic', 'flavor', 'around', 'world']",embarking culinary adventure savoring exotic flavor around world,Positive,Positive,0.3182,Positive,Positive
euphoria floods in as the final puzzle piece clicks into place.,Euphoria,2022-06-08 15:30:00,PuzzleSolver,Instagram,#Euphoria #PuzzleCompletion,20.0,40.0,Denmark,2022,6,8,15,euphoria floods in as the final puzzle piece clicks into place,"['euphoria', 'floods', 'in', 'as', 'the', 'final', 'puzzle', 'piece', 'clicks', 'into', 'place']","['euphoria', 'floods', 'final', 'puzzle', 'piece', 'clicks', 'place']","['euphoria', 'flood', 'final', 'puzzl', 'piec', 'click', 'place']","['euphoria', 'flood', 'final', 'puzzle', 'piece', 'click', 'place']",euphoria flood final puzzle piece click place,Neutral,Positive,0.6486,Positive,Positive
awe-inspired by the grandeur of an ancient cathedral's intricate architecture.,Awe,2018-08-18 14:45:00,CathedralVisitor,Facebook,#Awe #ArchitecturalGrandeur,18.0,35.0,Czech Republic,2018,8,18,14,aweinspired by the grandeur of an ancient cathedrals intricate architecture,"['aweinspired', 'by', 'the', 'grandeur', 'of', 'an', 'ancient', 'cathedrals', 'intricate', 'architecture']","['aweinspired', 'grandeur', 'ancient', 'cathedrals', 'intricate', 'architecture']","['aweinspir', 'grandeur', 'ancient', 'cathedr', 'intric', 'architectur']","['aweinspired', 'grandeur', 'ancient', 'cathedral', 'intricate', 'architecture']",aweinspired grandeur ancient cathedral intricate architecture,Neutral,Positive,0.6124,Positive,Positive
captivated by the ethereal beauty of a field filled with fireflies.,Enchantment,2022-08-10 22:00:00,NightSkyObserver,Instagram,#Enchantment #FireflyField,25.0,50.0,Brazil,2022,8,10,22,captivated by the ethereal beauty of a field filled with fireflies,"['captivated', 'by', 'the', 'ethereal', 'beauty', 'of', 'a', 'field', 'filled', 'with', 'fireflies']","['captivated', 'ethereal', 'beauty', 'field', 'filled', 'fireflies']","['captiv', 'ether', 'beauti', 'field', 'fill', 'firefli']","['captivated', 'ethereal', 'beauty', 'field', 'filled', 'firefly']",captivated ethereal beauty field filled firefly,Positive,Positive,0.7506,Positive,Positive
immersed in the enchanting melodies of a street musician's violin.,Melodic,2019-04-05 17:30:00,MusicLover,Twitter,#Melodic #StreetMusic,18.0,35.0,France,2019,4,5,17,immersed in the enchanting melodies of a street musicians violin,"['immersed', 'in', 'the', 'enchanting', 'melodies', 'of', 'a', 'street', 'musicians', 'violin']","['immersed', 'enchanting', 'melodies', 'street', 'musicians', 'violin']","['immers', 'enchant', 'melodi', 'street', 'musician', 'violin']","['immersed', 'enchanting', 'melody', 'street', 'musician', 'violin']",immersed enchanting melody street musician violin,Neutral,Neutral,0.0,Neutral,Positive
joyful laughter resonates through a lively summer carnival.,FestiveJoy,2020-12-15 15:45:00,CarnivalGoer,Facebook,#FestiveJoy #SummerCarnival,22.0,45.0,Japan,2020,12,15,15,joyful laughter resonates through a lively summer carnival,"['joyful', 'laughter', 'resonates', 'through', 'a', 'lively', 'summer', 'carnival']","['joyful', 'laughter', 'resonates', 'lively', 'summer', 'carnival']","['joy', 'laughter', 'reson', 'live', 'summer', 'carniv']","['joyful', 'laughter', 'resonates', 'lively', 'summer', 'carnival']",joyful laughter resonates lively summer carnival,Positive,Positive,0.875,Neutral,Positive
exploring the universe within during a mindful meditation session.,InnerJourney,2017-10-20 08:15:00,MindfulExplorer,Instagram,#InnerJourney #MeditationBliss,35.0,70.0,Canada,2017,10,20,8,exploring the universe within during a mindful meditation session,"['exploring', 'the', 'universe', 'within', 'during', 'a', 'mindful', 'meditation', 'session']","['exploring', 'universe', 'within', 'mindful', 'meditation', 'session']","['explor', 'univers', 'within', 'mind', 'medit', 'session']","['exploring', 'universe', 'within', 'mindful', 'meditation', 'session']",exploring universe within mindful meditation session,Neutral,Neutral,0.0,Neutral,Positive
soaring like a free spirit on the winds of a coastal cliff.,Freedom,2021-02-28 13:00:00,CoastalExplorer,Twitter,#Freedom #CoastalAdventure,30.0,60.0,Australia,2021,2,28,13,soaring like a free spirit on the winds of a coastal cliff,"['soaring', 'like', 'a', 'free', 'spirit', 'on', 'the', 'winds', 'of', 'a', 'coastal', 'cliff']","['soaring', 'like', 'free', 'spirit', 'winds', 'coastal', 'cliff']","['soar', 'like', 'free', 'spirit', 'wind', 'coastal', 'cliff']","['soaring', 'like', 'free', 'spirit', 'wind', 'coastal', 'cliff']",soaring like free spirit wind coastal cliff,Positive,Positive,0.7579,Neutral,Neutral
dazzled by the elegance of a masquerade ball's dazzling costumes.,Dazzle,2018-06-12 20:30:00,MasqueradeAttendee,Facebook,#Dazzle #MasqueradeElegance,28.0,55.0,UK,2018,6,12,20,dazzled by the elegance of a masquerade balls dazzling costumes,"['dazzled', 'by', 'the', 'elegance', 'of', 'a', 'masquerade', 'balls', 'dazzling', 'costumes']","['dazzled', 'elegance', 'masquerade', 'balls', 'dazzling', 'costumes']","['dazzl', 'eleg', 'masquerad', 'ball', 'dazzl', 'costum']","['dazzled', 'elegance', 'masquerade', 'ball', 'dazzling', 'costume']",dazzled elegance masquerade ball dazzling costume,Positive,Positive,0.4767,Neutral,Positive
whimsical delight in a world of whimsical fairy tales.,Whimsy,2016-03-08 14:20:00,FairyTaleAdventurer,Instagram,#Whimsy #FairyTaleMagic,20.0,40.0,USA,2016,3,8,14,whimsical delight in a world of whimsical fairy tales,"['whimsical', 'delight', 'in', 'a', 'world', 'of', 'whimsical', 'fairy', 'tales']","['whimsical', 'delight', 'world', 'whimsical', 'fairy', 'tales']","['whimsic', 'delight', 'world', 'whimsic', 'fairi', 'tale']","['whimsical', 'delight', 'world', 'whimsical', 'fairy', 'tale']",whimsical delight world whimsical fairy tale,Negative,Positive,0.6705,Neutral,Neutral
reflective contemplation amid the ruins of a forgotten era.,Reflection,2023-04-18 17:10:00,RuinsExplorer,Twitter,#Reflection #ForgottenEra,18.0,35.0,Greece,2023,4,18,17,reflective contemplation amid the ruins of a forgotten era,"['reflective', 'contemplation', 'amid', 'the', 'ruins', 'of', 'a', 'forgotten', 'era']","['reflective', 'contemplation', 'amid', 'ruins', 'forgotten', 'era']","['reflect', 'contempl', 'amid', 'ruin', 'forgotten', 'era']","['reflective', 'contemplation', 'amid', 'ruin', 'forgotten', 'era']",reflective contemplation amid ruin forgotten era,Neutral,Negative,-0.6908,Neutral,Neutral
riding the adrenaline rush on a rollercoaster's wild twists.,Adrenaline,2020-07-25 12:45:00,ThrillSeeker,Facebook,#Adrenaline #RollercoasterThrills,22.0,45.0,Germany,2020,7,25,12,riding the adrenaline rush on a rollercoasters wild twists,"['riding', 'the', 'adrenaline', 'rush', 'on', 'a', 'rollercoasters', 'wild', 'twists']","['riding', 'adrenaline', 'rush', 'rollercoasters', 'wild', 'twists']","['ride', 'adrenalin', 'rush', 'rollercoast', 'wild', 'twist']","['riding', 'adrenaline', 'rush', 'rollercoasters', 'wild', 'twist']",riding adrenaline rush rollercoasters wild twist,Positive,Neutral,0.0,Neutral,Neutral
harmony resonates as musicians play a symphony of unity.,Harmony,2019-11-30 19:30:00,MusicHarmonist,Instagram,#Harmony #MusicalUnity,35.0,70.0,Sweden,2019,11,30,19,harmony resonates as musicians play a symphony of unity,"['harmony', 'resonates', 'as', 'musicians', 'play', 'a', 'symphony', 'of', 'unity']","['harmony', 'resonates', 'musicians', 'play', 'symphony', 'unity']","['harmoni', 'reson', 'musician', 'play', 'symphoni', 'uniti']","['harmony', 'resonates', 'musician', 'play', 'symphony', 'unity']",harmony resonates musician play symphony unity,Neutral,Positive,0.6249,Positive,Positive
a burst of artistic creativity in the quietude of an artist's studio.,ArtisticBurst,2015-09-01 16:00:00,StudioArtist,Twitter,#ArtisticBurst #StudioCreativity,15.0,30.0,Italy,2015,9,1,16,a burst of artistic creativity in the quietude of an artists studio,"['a', 'burst', 'of', 'artistic', 'creativity', 'in', 'the', 'quietude', 'of', 'an', 'artists', 'studio']","['burst', 'artistic', 'creativity', 'quietude', 'artists', 'studio']","['burst', 'artist', 'creativ', 'quietud', 'artist', 'studio']","['burst', 'artistic', 'creativity', 'quietude', 'artist', 'studio']",burst artistic creativity quietude artist studio,Positive,Positive,0.3818,Neutral,Positive
radiant joy akin to blossoming flowers on a sunlit spring morning.,Radiance,2022-05-05 10:15:00,SpringEnthusiast,Facebook,#Radiance #SpringBlooms,25.0,50.0,Netherlands,2022,5,5,10,radiant joy akin to blossoming flowers on a sunlit spring morning,"['radiant', 'joy', 'akin', 'to', 'blossoming', 'flowers', 'on', 'a', 'sunlit', 'spring', 'morning']","['radiant', 'joy', 'akin', 'blossoming', 'flowers', 'sunlit', 'spring', 'morning']","['radiant', 'joy', 'akin', 'blossom', 'flower', 'sunlit', 'spring', 'morn']","['radiant', 'joy', 'akin', 'blossoming', 'flower', 'sunlit', 'spring', 'morning']",radiant joy akin blossoming flower sunlit spring morning,Positive,Positive,0.7845,Positive,Positive
awe-inspired by the vastness of the cosmos on a stargazing night.,Wonder,2018-07-08 23:00:00,CosmosExplorer,Instagram,#Wonder #StargazingAdventure,40.0,80.0,South Africa,2018,7,8,23,aweinspired by the vastness of the cosmos on a stargazing night,"['aweinspired', 'by', 'the', 'vastness', 'of', 'the', 'cosmos', 'on', 'a', 'stargazing', 'night']","['aweinspired', 'vastness', 'cosmos', 'stargazing', 'night']","['aweinspir', 'vast', 'cosmo', 'stargaz', 'night']","['aweinspired', 'vastness', 'cosmos', 'stargazing', 'night']",aweinspired vastness cosmos stargazing night,Neutral,Neutral,0.0,Neutral,Neutral
rejuvenated by the salty breeze and the sound of waves at the seaside.,Rejuvenation,2021-09-20 14:30:00,SeaBreezeLover,Twitter,#Rejuvenation #SeasideEscape,18.0,35.0,Spain,2021,9,20,14,rejuvenated by the salty breeze and the sound of waves at the seaside,"['rejuvenated', 'by', 'the', 'salty', 'breeze', 'and', 'the', 'sound', 'of', 'waves', 'at', 'the', 'seaside']","['rejuvenated', 'salty', 'breeze', 'sound', 'waves', 'seaside']","['rejuven', 'salti', 'breez', 'sound', 'wave', 'seasid']","['rejuvenated', 'salty', 'breeze', 'sound', 'wave', 'seaside']",rejuvenated salty breeze sound wave seaside,Positive,Neutral,0.0,Neutral,Neutral
whispers of inspiration from the rustling leaves in a serene forest.,Inspiration,2016-11-15 11:45:00,ForestDreamer,Facebook,#Inspiration #ForestWhispers,28.0,55.0,Portugal,2016,11,15,11,whispers of inspiration from the rustling leaves in a serene forest,"['whispers', 'of', 'inspiration', 'from', 'the', 'rustling', 'leaves', 'in', 'a', 'serene', 'forest']","['whispers', 'inspiration', 'rustling', 'leaves', 'serene', 'forest']","['whisper', 'inspir', 'rustl', 'leav', 'seren', 'forest']","['whisper', 'inspiration', 'rustling', 'leaf', 'serene', 'forest']",whisper inspiration rustling leaf serene forest,Neutral,Positive,0.7506,Neutral,Neutral
